210.83,233.34,221.28,240.58,207.96,205.28,228.07,205.91,227.33,231.62,209.37,221.43,248.29,230.22,227.23,225.64,223.76,209.79,210.82,230.87,217.88,220.18,220.04,226.19,212.41,223.44,237.00,220.43,233.37,231.10,211.82,217.24,218.99,225.31,221.99,237.73,201.25,225.68,223.90,218.75,238.07,218.65,229.62,221.63,224.89,210.93,214.57,214.88,224.37,200.24,228.81,223.22,212.81,211.12,212.60,210.82,216.95,211.88,215.11,228.44,212.89,210.48,211.82,226.98,220.14,212.32,234.47,229.65,227.51,221.33,209.94,200.21,241.79,214.15,222.79,213.49,228.05,217.73,221.38,228.67,245.96,219.63,230.69,227.17,232.98,207.26,227.22,227.54,208.67,222.27,221.38,236.54,201.72,215.38,217.34,207.39,209.19,225.26,229.12,220.62,234.65,231.73,217.79,214.33,217.70,223.86,216.98,201.57,227.97,230.54,218.67,217.43,220.67,217.53,222.68,201.71,213.61,205.39,205.61,228.81,219.14,226.93,223.71,229.38,203.74,218.94,223.90,226.01,230.44,213.83,235.55,201.63,204.95,235.33,218.75,214.41,217.70,217.47,234.72,232.69,221.73,227.92,222.12,238.43,217.13,230.09,210.84,224.54,216.09,223.66,231.50,224.11,229.10,231.29,197.77,231.93,210.92,220.64,243.03,221.59,222.50,225.72,234.80,237.71,210.36,210.53,229.37,226.15,231.65,206.96,214.20,229.64,214.73,213.43,201.04,233.09,227.78,225.86,232.20,201.91,225.57,210.82,198.83,216.57,221.06,218.91,205.38,220.52,231.06,218.24,232.24,202.49,229.81,215.00,196.69,225.35,219.67,213.66,216.98,207.85,228.61,214.67,225.78,210.88,228.77,214.51,198.30,236.44,233.57,228.12,206.63,227.97,211.07,214.42,232.75,219.73,230.84,223.21,223.00,219.50,219.20,215.22,220.78,212.67,224.32,234.89,236.15,229.45,213.58,215.23,218.98,212.59,225.31,217.55,238.61,226.95,218.70,209.47,222.38,224.17,235.52,200.74,229.81,229.74,224.66,220.90,214.17,216.62,221.13,220.53,227.90,209.95,223.20,225.11,209.99,211.91,217.82,218.08,219.53,225.28,219.46,215.05,218.84,219.48,233.02,230.07,217.96,237.22,216.67,231.68,231.05,210.99,211.26,231.93,212.29,211.18,228.99,216.54,226.11,226.68,225.85,236.24,233.50,245.01,221.25,223.75,214.01,244.89,223.91,220.57,228.22,211.60,221.53,225.23,235.95,229.23,224.98,211.80,217.77,218.38,235.02,234.01,207.14,201.32,216.06,234.01,231.19,206.41,219.38,222.73,202.73,202.74,219.00,218.11
221.15,210.88,228.63,234.17,231.26,228.66,213.75,224.39,205.83,201.88,221.79,215.01,221.90,215.71,219.34,204.16,212.96,231.78,226.35,232.75,227.02,236.16,211.55,214.66,219.24,213.28,222.14,229.35,225.81,209.37,220.94,216.19,229.08,223.57,212.36,212.63,205.53,212.19,228.95,217.44,210.03,208.26,231.65,218.82,230.68,214.29,191.97,230.80,221.53,218.98,236.49,225.71,222.93,223.23,216.56,220.64,202.79,218.61,221.09,205.84,209.81,220.15,235.58,226.05,198.82,214.93,226.01,233.90,209.00,222.94,202.46,208.13,212.83,215.74,223.40,204.97,209.85,205.13,237.38,202.76,226.54,221.02,215.20,215.53,218.27,225.72,225.32,208.29,218.01,229.69,218.29,220.42,225.73,220.19,217.52,219.13,214.64,229.66,216.11,212.11,217.91,236.72,230.11,214.66,231.52,229.43,212.54,240.65,206.62,239.58,232.89,208.52,240.97,221.29,234.49,230.77,197.43,217.50,231.64,225.16,215.84,240.33,235.03,210.90,209.62,217.93,217.66,223.01,210.76,202.61,234.56,223.08,201.42,216.61,217.68,210.86,225.53,223.47,201.30,223.42,225.36,206.67,219.83,223.04,217.40,212.25,230.25,223.50,214.32,217.16,224.17,203.92,214.58,225.43,227.63,221.53,225.06,213.29,217.98,214.48,213.85,218.69,201.91,215.46,225.19,223.82,228.34,211.97,233.36,214.53,204.67,218.52,223.66,221.29,225.27,226.54,224.61,227.92,206.50,239.78,206.72,215.47,239.74,205.48,211.44,228.77,193.81,231.04,233.58,229.92,214.10,200.87,228.38,233.29,214.53,241.33,230.25,227.42,242.63,208.70,216.86,224.63,224.00,210.38,229.88,211.63,221.64,251.75,209.17,227.41,215.01,211.90,217.79,219.33,219.84,210.55,219.09,214.48,195.23,237.90,218.95,233.67,222.62,213.25,213.19,224.33,212.36,222.59,215.40,215.19,225.25,216.10,211.01,215.12,218.64,224.35,232.89,223.89,218.57,210.57,214.64,223.63,230.30,217.21,211.35,232.75,216.48,213.43,231.23,222.98,235.11,229.47,215.84,208.22,229.77,210.07,211.73,225.45,214.90,219.79,218.32,217.02,224.63,219.31,216.24,209.45,221.49,204.09,232.11,215.32,235.49,212.13,212.59,226.12,229.77,228.99,237.54,233.90,214.81,220.16,217.20,205.20,216.47,208.74,218.41,221.62,213.60,211.89,216.01,205.97,221.25,232.95,221.50,209.55,211.17,233.39,210.79,215.42,232.18,232.07,217.58,220.26,214.88,233.30,225.55,214.31,221.30,191.86,214.57,223.00,218.93,218.96,206.02,199.66
215.08,233.12,216.80,214.29,223.57,220.42,229.49,215.74,208.62,219.73,197.24,227.68,224.75,214.21,223.06,222.16,209.63,232.00,216.50,235.66,227.43,235.49,201.74,223.89,213.14,231.13,225.05,212.94,224.13,227.28,223.38,221.84,220.02,212.34,204.88,215.93,218.86,225.36,227.98,218.78,227.84,230.45,236.99,209.61,216.75,231.36,197.59,226.42,220.59,212.16,211.42,222.64,193.61,226.15,219.25,223.30,225.20,216.35,212.65,202.52,226.22,223.66,205.93,210.94,227.81,220.59,227.47,224.00,219.76,229.90,225.16,221.62,225.68,238.13,215.34,211.73,198.03,230.41,227.15,216.17,207.10,205.29,215.32,231.54,220.59,232.17,203.74,214.44,223.65,221.94,217.59,225.27,235.12,213.95,229.22,230.19,218.87,228.13,224.27,224.80,201.47,226.60,215.68,212.00,232.11,212.24,230.11,206.29,210.66,213.57,210.81,214.59,231.91,220.09,227.83,230.32,231.15,229.86,242.31,212.16,220.76,227.82,194.87,221.34,227.15,234.38,227.59,230.99,214.59,224.20,196.00,226.85,212.21,215.52,212.11,214.52,210.11,215.89,223.91,220.00,216.36,227.68,208.70,223.88,231.92,237.13,222.22,216.91,217.50,212.74,213.19,205.18,214.82,224.35,198.06,203.96,220.47,225.16,227.33,205.69,232.11,211.34,233.68,213.31,228.07,221.92,228.51,222.75,229.41,210.15,210.90,200.98,215.82,225.27,222.76,221.03,226.54,237.23,225.50,207.60,221.73,225.34,223.61,208.12,218.35,236.85,219.67,227.35,246.48,214.35,204.09,200.45,223.74,216.93,222.72,212.64,214.81,211.84,230.43,225.04,218.60,242.38,211.94,210.29,226.69,227.65,228.74,217.89,214.45,229.17,236.37,220.16,235.84,223.63,217.42,212.71,219.64,211.84,216.51,220.34,211.42,233.37,230.86,217.63,202.67,202.75,221.59,219.93,232.99,228.04,207.80,227.09,224.32,223.51,206.43,218.70,224.68,217.41,243.80,202.50,237.27,218.33,218.57,217.20,224.25,202.27,222.52,227.35,214.64,216.83,227.45,213.62,213.53,222.40,244.26,217.36,229.76,220.08,229.70,206.00,209.47,202.49,226.75,219.44,213.68,231.71,232.60,239.75,211.24,204.94,216.71,219.38,208.16,237.31,210.43,215.15,225.64,208.37,221.50,203.26,218.43,230.34,226.70,230.19,235.76,208.18,234.16,233.99,211.43,226.38,215.00,236.88,225.39,234.48,200.32,210.57,222.10,204.33,226.23,209.37,210.91,220.29,207.57,205.19,215.46,222.02,235.54,232.44,226.72,219.11,217.51,220.97,200.28,217.73
220.36,243.76,206.76,208.69,202.12,227.86,216.82,220.71,213.66,220.09,229.18,204.81,211.45,232.15,206.74,213.92,207.93,216.97,215.14,232.31,229.80,201.30,229.53,222.18,222.68,207.99,226.19,242.10,233.95,214.48,221.80,209.83,215.07,225.79,220.96,231.44,226.61,222.41,228.62,226.06,210.77,219.24,224.72,220.28,225.31,225.60,203.03,212.03,216.27,218.36,211.06,216.72,230.07,221.16,205.16,203.96,218.20,216.84,225.79,236.93,213.53,219.46,228.90,224.63,211.51,217.91,220.58,221.60,222.98,227.96,228.18,217.42,220.68,229.37,212.66,222.71,219.93,226.89,215.27,221.93,230.97,213.45,221.43,226.87,218.20,234.70,222.33,229.55,226.02,219.59,235.91,223.53,214.97,224.90,228.56,235.36,208.48,221.90,228.71,209.26,226.12,227.39,222.25,198.24,205.24,198.14,221.27,224.28,210.60,203.85,210.70,207.21,218.89,210.90,230.39,220.71,226.49,220.31,211.91,215.59,219.95,226.66,209.24,226.37,225.13,239.08,228.66,228.99,221.56,206.68,241.80,230.03,232.04,207.81,213.87,224.31,226.72,226.41,211.50,212.59,211.18,217.88,213.60,180.87,218.92,216.64,226.83,230.51,214.66,206.02,224.21,222.47,221.60,220.79,199.60,223.93,214.53,231.00,208.81,215.56,219.64,222.23,232.34,228.67,228.80,227.66,222.57,220.42,231.20,201.65,214.14,208.72,214.68,217.76,203.27,235.43,212.90,209.00,201.10,223.41,214.61,209.37,206.51,209.66,214.73,211.72,199.06,211.04,222.64,220.50,218.67,215.77,226.33,219.23,227.35,243.94,223.84,224.47,201.48,217.53,221.42,210.79,213.59,232.60,218.41,215.69,210.75,230.07,226.43,225.34,219.03,211.58,218.46,228.80,214.35,209.71,223.82,224.20,226.09,222.26,215.73,200.38,218.44,217.37,223.22,226.07,214.34,231.80,225.62,249.05,206.67,215.64,216.05,218.98,203.97,206.51,232.09,223.47,225.74,198.30,202.59,233.42,202.12,215.53,218.55,204.89,244.05,220.81,214.24,226.50,201.52,225.32,209.48,200.63,236.92,219.58,205.05,220.45,209.12,216.40,237.02,222.11,231.83,205.58,233.70,241.26,211.05,219.36,211.99,212.45,207.78,225.39,229.09,209.95,204.51,230.52,211.56,224.50,222.12,229.56,234.98,218.73,233.34,223.51,233.39,205.73,228.03,202.33,231.00,208.47,248.58,232.29,243.16,208.53,215.94,233.59,242.34,207.77,219.68,217.53,215.15,224.00,211.99,212.13,221.48,214.74,228.35,217.14,217.36,222.28,220.29,218.71,211.28,228.28
205.58,216.14,219.52,238.20,212.68,219.65,211.95,236.52,218.22,211.40,236.21,214.07,218.04,204.99,236.94,218.12,222.46,227.28,235.70,207.61,220.72,232.88,228.40,214.64,232.56,214.17,223.38,236.03,227.57,227.51,203.79,213.43,225.27,214.50,228.11,209.54,223.17,226.80,227.99,218.23,208.09,205.30,212.70,210.71,230.42,211.91,226.24,206.69,216.16,237.49,220.98,223.21,213.71,208.83,208.49,224.53,212.42,219.33,218.80,206.72,222.09,215.35,227.57,248.05,211.84,219.61,223.80,224.16,225.30,218.43,231.48,212.11,230.16,217.99,223.80,223.25,215.18,216.64,211.97,224.83,217.71,220.06,217.61,215.32,246.56,210.64,212.84,231.70,213.71,212.55,228.83,232.69,223.34,213.91,223.99,211.70,216.01,220.70,212.61,221.43,222.99,223.87,208.64,209.91,221.61,211.71,215.34,215.01,234.46,200.95,233.13,225.36,208.97,208.72,210.31,220.41,194.06,221.96,233.55,218.09,211.79,211.86,221.81,235.01,224.73,222.08,216.53,212.79,212.27,221.92,218.06,235.40,229.09,217.43,206.18,223.06,209.45,231.57,224.13,239.37,212.41,222.42,216.95,209.00,234.89,226.19,231.49,224.22,223.62,222.54,230.07,237.66,208.19,207.36,204.53,225.91,225.04,231.17,241.80,232.16,218.94,212.39,222.58,241.13,221.32,213.56,216.47,226.39,215.38,218.79,224.77,211.13,209.44,230.74,198.80,222.09,214.22,210.42,239.02,223.64,222.59,234.04,226.01,225.52,239.12,233.85,221.24,215.95,215.14,206.30,214.30,220.16,221.43,215.26,228.82,219.56,210.14,210.35,224.63,221.90,230.37,226.86,226.78,205.58,211.65,232.54,203.04,233.86,208.58,213.55,205.12,224.88,214.82,218.59,213.64,216.05,224.16,224.24,215.80,214.53,231.08,236.85,227.21,232.59,230.02,240.09,225.28,220.08,220.22,209.74,225.97,213.55,221.21,220.51,218.83,212.92,219.78,217.66,241.12,218.53,219.24,209.41,230.15,214.95,214.11,228.38,223.42,207.35,232.88,207.30,215.40,215.33,211.76,226.95,218.80,212.44,209.92,232.71,212.87,204.25,212.98,229.86,211.83,215.56,222.43,228.32,233.89,213.66,222.76,221.94,223.69,205.85,220.04,221.26,201.49,219.87,211.29,227.65,212.85,219.75,217.48,226.53,208.39,218.33,226.51,233.09,226.40,226.94,214.06,228.40,221.89,223.95,225.23,230.53,204.82,217.46,221.88,228.80,228.14,223.27,221.63,222.53,216.92,207.90,231.61,210.71,231.26,226.22,223.49,208.66,219.98,208.29,217.37,215.29
225.46,211.53,209.21,237.40,222.28,242.40,215.06,220.68,213.76,227.77,230.10,207.52,205.10,214.30,215.10,228.71,212.29,213.22,234.60,225.43,224.30,210.68,220.03,218.81,196.56,215.02,224.44,213.67,224.01,216.66,211.94,215.64,244.15,210.88,223.31,223.33,222.20,229.61,228.60,232.11,231.98,223.61,221.32,248.00,202.39,197.98,233.44,206.78,223.56,199.83,206.47,227.99,228.35,204.34,243.53,228.75,218.20,212.56,228.01,210.21,216.06,243.83,204.63,229.20,221.16,225.35,215.97,196.85,232.98,230.92,217.13,231.34,207.47,221.11,204.83,215.73,234.54,205.26,215.46,203.29,200.84,223.59,231.24,215.08,227.55,222.02,208.68,232.04,224.35,233.18,216.74,199.51,207.44,219.54,204.30,211.64,207.01,211.22,212.81,204.28,217.04,223.39,229.28,218.80,198.98,208.24,218.56,226.94,219.75,230.90,235.16,236.03,231.48,234.47,224.62,228.16,225.02,230.33,218.01,206.68,205.26,211.10,234.00,220.59,206.42,226.26,213.51,208.75,222.53,214.31,230.35,221.91,220.38,227.38,229.19,201.65,217.81,215.91,204.95,221.89,228.81,222.70,194.06,206.11,200.83,200.51,212.98,199.65,219.52,223.27,218.99,230.55,219.10,221.58,241.88,224.62,214.63,239.75,216.88,223.57,230.90,207.05,229.00,218.95,221.11,218.65,210.25,216.67,214.09,206.82,208.20,225.13,232.01,215.00,222.54,212.44,214.57,232.79,217.97,215.83,245.50,203.68,226.10,218.18,224.09,223.91,220.48,217.42,219.68,228.81,246.11,220.36,226.74,225.88,206.87,209.88,230.76,220.72,213.14,223.39,214.67,215.70,227.61,228.89,214.60,224.12,226.17,220.05,205.02,225.55,212.37,224.43,219.43,218.76,203.56,210.92,204.53,205.49,196.18,231.81,222.17,213.33,208.43,211.37,230.20,225.87,214.58,192.20,235.83,218.12,227.14,230.19,228.58,224.67,216.01,216.49,216.44,208.11,215.35,199.82,226.55,222.39,217.99,227.94,209.07,219.98,219.03,206.78,217.81,213.78,219.13,220.77,214.69,221.79,211.00,224.48,217.30,233.10,221.15,223.16,205.40,210.13,230.70,228.58,215.17,213.11,207.80,211.59,225.52,206.24,218.83,227.33,219.05,211.32,212.54,219.43,218.56,212.65,223.12,207.72,230.62,212.60,227.97,196.39,221.62,206.47,236.97,226.63,215.88,217.77,231.00,200.23,225.55,230.61,226.64,206.71,221.61,211.69,214.01,226.87,221.53,221.58,222.23,209.08,238.22,224.46,218.82,227.54,218.80,215.75,202.65,217.09,219.39,213.64
217.27,216.78,214.37,224.09,212.99,218.31,210.54,220.24,209.36,228.32,196.61,235.04,211.91,229.17,224.06,225.42,241.31,230.12,209.74,224.17,224.62,230.03,226.09,217.04,220.24,224.27,206.53,217.23,219.13,223.85,207.41,214.88,216.59,209.03,219.78,216.74,214.83,224.77,217.03,210.27,214.01,221.27,219.02,216.03,227.48,226.71,223.99,218.93,226.01,221.50,217.02,215.72,216.50,241.03,226.20,217.13,226.58,227.62,217.03,234.49,208.69,230.74,227.30,213.85,221.94,208.55,230.90,239.34,231.78,222.38,215.10,202.81,224.77,210.62,209.61,206.70,228.94,216.87,202.34,223.86,207.70,232.07,231.78,227.60,234.97,220.06,224.80,213.89,231.15,222.71,230.18,209.47,229.47,222.07,226.26,218.18,212.14,224.18,246.20,216.12,222.57,220.65,216.23,219.26,227.60,213.65,218.06,203.94,218.76,200.74,221.77,221.82,210.38,224.31,226.36,206.73,203.09,215.77,214.25,214.04,211.61,225.96,213.80,207.34,221.41,220.32,210.18,238.35,221.63,219.78,221.55,216.55,221.14,201.10,222.17,210.37,213.23,204.11,223.28,205.84,217.87,215.23,203.87,236.27,215.38,217.25,229.09,231.92,212.31,222.68,216.71,203.84,218.11,218.08,230.25,222.92,228.23,210.35,222.27,207.54,219.53,224.36,205.60,211.83,217.90,226.00,222.73,213.84,214.83,231.22,222.38,221.80,242.20,223.52,207.85,209.99,201.44,214.33,218.03,230.64,232.00,209.10,233.49,236.52,204.81,215.68,222.49,231.33,231.05,225.03,217.58,218.48,214.46,206.20,217.39,209.27,223.86,231.18,201.73,201.31,230.67,220.54,216.63,237.14,218.00,220.58,226.64,216.70,219.23,211.31,208.37,221.42,237.62,239.94,227.52,225.31,200.20,219.91,231.99,222.73,211.68,225.00,218.55,213.90,220.09,228.31,214.94,239.03,236.73,232.51,190.93,214.81,208.36,219.14,215.85,205.00,196.80,237.49,219.30,205.35,215.38,218.90,221.74,229.67,224.34,219.55,209.19,228.70,229.97,225.36,206.10,228.19,212.66,214.50,217.61,214.35,220.11,225.45,219.25,229.95,223.39,220.29,217.25,204.19,204.59,226.14,216.45,226.16,245.26,226.20,230.89,212.91,222.39,229.89,213.52,204.67,229.62,219.21,219.97,232.88,220.20,243.46,217.70,224.98,225.87,212.14,209.83,228.84,236.88,216.49,218.77,222.12,233.12,223.60,225.98,225.47,215.73,235.99,227.90,206.35,231.33,208.92,234.56,223.15,219.46,212.40,219.01,231.41,200.91,213.68,214.34,232.48,212.50,209.03
221.09,231.51,208.14,213.73,200.72,229.04,204.62,241.28,232.03,223.41,221.78,225.99,234.91,214.36,221.81,214.85,234.42,219.27,218.90,226.77,217.94,209.76,225.59,216.55,204.29,214.40,225.55,208.76,226.35,210.03,219.31,219.48,228.15,203.12,231.81,247.48,222.51,220.66,232.77,228.53,221.32,254.69,227.29,216.62,222.80,221.07,228.28,213.77,219.37,213.24,201.59,217.88,209.76,222.87,203.35,220.17,229.54,234.37,210.82,232.75,215.51,230.26,216.17,223.14,221.54,231.07,223.22,214.46,199.45,221.89,206.41,216.16,223.21,215.92,215.68,210.74,229.43,214.73,240.54,222.62,219.21,232.53,220.26,221.51,219.50,213.00,225.99,212.31,205.60,220.01,204.18,216.69,220.15,215.88,218.80,190.22,221.07,217.79,221.57,203.91,219.97,231.05,209.15,219.31,230.55,217.11,238.55,213.37,200.37,213.68,223.10,222.30,228.93,192.55,219.48,237.67,210.78,237.43,222.98,205.34,223.61,216.71,225.32,214.34,238.46,249.87,225.73,228.41,232.72,206.82,231.03,213.29,225.37,216.67,206.80,216.01,226.70,233.39,193.03,218.82,218.48,198.77,211.08,226.94,218.32,220.85,218.19,229.45,211.77,197.92,222.76,216.99,214.00,210.69,223.10,210.62,206.90,223.45,217.76,218.47,239.16,210.64,215.99,232.59,221.88,204.62,208.59,206.20,220.38,242.90,236.71,217.08,205.70,226.69,232.38,217.22,220.09,238.44,241.53,209.36,219.77,215.90,238.83,217.22,228.59,221.19,219.83,232.06,216.41,220.70,214.21,221.35,227.24,220.86,202.31,203.96,223.13,214.24,206.21,205.02,213.67,221.65,235.13,229.86,204.24,205.87,221.38,216.60,223.55,214.81,217.08,212.56,203.00,217.21,232.22,232.18,208.67,211.76,224.20,216.63,211.77,213.68,212.79,217.05,215.64,216.81,213.68,199.28,203.35,223.51,208.68,214.24,218.38,212.64,216.96,214.04,236.21,217.89,214.39,221.55,228.45,211.88,231.73,220.32,232.69,221.63,211.30,227.12,217.07,227.12,226.01,229.70,208.13,222.23,222.65,213.90,228.95,228.89,226.81,237.49,227.80,228.35,219.06,216.52,206.77,193.55,211.42,221.29,221.05,210.82,220.96,213.28,232.00,216.92,213.05,203.55,215.30,188.01,221.98,224.02,213.62,231.62,232.06,217.29,208.77,236.84,226.44,230.43,195.83,221.09,218.19,233.14,230.52,224.20,214.92,234.30,220.40,213.71,228.01,217.48,224.13,212.28,210.78,218.67,233.30,218.51,214.88,234.55,240.75,213.59,219.55,211.96,216.85,229.95
235.88,227.38,225.78,245.47,224.79,210.40,212.03,187.32,211.40,218.98,223.00,208.37,220.42,217.41,215.44,232.10,235.66,223.16,223.77,198.16,224.07,226.68,221.14,230.15,217.99,226.29,214.70,222.34,214.88,213.28,213.59,200.49,212.92,210.04,214.51,208.65,214.96,216.42,231.91,211.98,234.37,218.63,226.64,208.37,210.84,212.14,228.22,213.11,219.41,234.16,216.81,221.78,229.69,224.25,220.01,231.67,201.86,217.77,203.34,219.81,235.33,226.85,217.76,213.63,232.61,238.23,212.46,221.26,218.22,222.52,225.26,239.47,214.41,236.59,219.47,229.76,220.13,233.62,228.66,219.35,223.74,234.37,209.52,203.50,215.97,216.13,210.67,226.41,228.87,224.84,232.86,213.35,242.98,215.60,210.95,238.13,205.46,207.35,223.57,226.09,220.02,222.37,220.09,227.76,191.94,224.91,203.19,214.68,229.65,221.14,231.36,229.03,219.21,232.81,241.20,215.35,207.87,221.16,210.07,205.13,223.19,225.00,224.73,225.35,222.32,229.69,214.65,203.81,208.78,208.52,207.79,217.63,226.41,231.25,214.77,234.83,209.10,226.29,216.77,203.88,216.11,220.53,220.04,231.25,216.41,215.65,231.02,231.50,220.68,207.02,212.58,205.83,204.47,222.31,220.51,207.85,213.00,231.63,219.90,215.66,218.82,220.42,218.46,215.31,225.35,209.01,232.78,217.04,217.87,238.27,229.46,223.34,233.68,213.79,217.83,228.39,203.27,229.25,218.52,231.88,208.48,230.39,223.96,207.67,195.01,210.47,217.99,227.31,235.11,204.00,227.00,224.72,204.15,227.45,231.97,206.65,221.41,218.85,214.87,223.15,201.91,209.05,229.04,220.93,214.71,199.98,217.73,237.96,231.87,208.41,215.06,207.78,230.20,234.43,225.31,223.62,223.57,226.37,223.98,217.54,214.20,220.52,213.79,212.76,225.19,202.25,215.15,219.62,225.28,219.44,213.17,224.25,228.35,231.12,224.83,224.19,230.18,210.83,226.67,209.16,228.90,220.08,221.41,190.75,211.72,216.18,213.43,231.14,224.76,211.70,226.73,214.43,216.92,199.08,227.67,215.12,241.94,227.53,226.17,243.07,212.56,208.78,216.33,228.07,212.21,217.91,227.27,226.02,205.92,221.84,215.47,218.66,201.18,222.13,221.27,216.84,213.44,221.66,217.07,213.44,234.05,231.93,215.66,214.68,227.64,229.16,232.80,218.36,226.84,230.57,235.35,231.15,242.32,234.46,218.31,214.51,226.09,217.23,228.92,205.43,222.90,194.96,230.91,223.56,236.08,210.12,215.88,222.42,222.72,220.11,221.58,228.56,228.95,220.84
209.08,222.51,207.45,212.82,215.41,224.50,225.41,211.66,228.44,224.17,221.88,203.96,219.70,238.65,193.09,236.64,219.57,212.49,220.36,231.18,213.77,246.45,218.98,226.14,215.52,191.00,205.38,210.90,208.78,206.23,234.68,226.24,221.64,213.73,220.63,194.44,209.05,228.11,207.34,227.20,197.21,207.38,198.15,208.39,217.85,212.11,234.89,213.23,235.73,232.11,227.26,216.27,211.57,209.27,218.83,216.62,227.97,204.27,225.09,235.98,242.27,223.45,234.74,226.17,217.73,250.12,237.34,215.54,221.97,216.79,255.26,211.34,229.06,211.86,230.94,213.97,217.14,219.05,216.11,229.87,211.39,219.10,220.93,230.16,240.93,220.24,203.13,224.65,227.15,229.35,219.34,223.57,214.11,225.46,219.68,226.24,229.94,240.73,216.01,226.53,222.09,227.37,219.14,220.21,218.54,213.00,220.74,229.91,207.16,220.34,230.12,209.61,226.91,224.30,214.79,223.66,225.98,213.77,230.21,220.21,211.04,221.06,225.18,213.26,214.59,200.61,213.14,220.12,220.30,226.78,232.23,234.40,231.09,233.67,206.33,230.65,204.59,223.48,225.66,232.64,252.70,243.58,211.53,222.35,225.50,221.60,224.42,242.59,226.50,224.48,228.16,228.75,220.52,213.57,221.98,224.37,226.66,236.05,224.54,212.88,227.14,226.99,220.85,237.34,205.33,219.83,225.15,234.20,221.84,208.94,230.28,221.74,222.57,232.61,210.17,220.63,222.50,223.16,222.79,201.26,224.90,237.13,224.18,215.36,232.32,217.47,226.14,227.10,205.55,210.78,218.51,216.70,212.07,233.63,193.68,215.20,220.09,227.62,235.39,223.79,209.20,216.47,218.46,222.64,228.48,225.54,228.98,221.93,240.33,237.95,225.47,230.53,222.57,230.12,222.96,220.10,212.26,213.91,214.21,206.53,223.78,224.87,195.15,218.83,221.55,217.23,212.39,223.16,213.43,226.85,217.47,227.18,215.47,227.06,227.35,222.94,231.75,214.04,226.75,211.27,229.14,217.74,217.20,224.55,228.15,196.66,224.52,227.21,217.39,199.33,230.95,221.08,227.25,214.58,231.90,216.07,227.84,227.99,221.14,234.99,227.26,224.68,201.78,200.67,224.91,232.43,232.06,206.49,216.43,219.05,208.28,218.16,223.15,211.12,210.03,211.12,212.65,198.88,206.65,226.32,213.52,225.23,220.36,212.04,222.02,219.32,218.34,227.77,235.75,218.73,212.37,245.62,226.96,222.91,218.68,236.78,239.40,224.75,217.93,221.67,220.65,223.55,213.20,209.17,227.38,213.57,225.33,230.56,227.45,229.58,221.05,229.39,223.48,215.44
